prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
32,256,4,64,51.9043
32,256,4,128,59.0613
32,256,4,256,65.5573
32,256,4,512,75.1147
32,256,4,1024,93.547
32,256,8,16,47.0077
32,256,8,32,49.728
32,256,8,64,53.2067
32,256,8,128,67.1473
32,256,8,256,76.7253
32,256,8,512,93.9633
32,256,8,1024,127.585
32,256,16,16,49.995
32,256,16,32,55.7227
32,256,16,64,62.1867
32,256,16,128,72.181
32,256,16,256,89.579
32,256,16,512,124.235
32,256,16,1024,191.873
32,256,32,16,56.907
32,256,32,32,67.6697
32,256,32,64,78.6877
32,256,32,128,96.6837
32,256,32,256,129.6
32,256,32,512,195.126
32,256,32,1024,326.947
32,256,64,16,70.9973
32,256,64,32,89.206
32,256,64,64,107.499
32,256,64,128,141.707
32,256,64,256,206.839
32,256,64,512,337.271
32,256,64,1024,595.193
32,256,128,16,94.8803
32,256,128,32,127.168
32,256,128,64,159.275
32,256,128,128,227.617
32,256,128,256,352.78
32,256,128,512,609.89
32,256,128,1024,1122.49
32,512,0,0,40.555
32,512,1,16,46.529
32,512,1,32,49.195
32,512,1,64,52.022
32,512,1,128,58.4637
32,512,1,256,59.2647
32,512,1,512,60.4593
32,512,1,1024,66.6467
32,512,2,16,46.592
32,512,2,32,49.2697
32,512,2,64,52.0637
32,512,2,128,58.9017
32,512,2,256,59.9577
32,512,2,512,66.891
32,512,2,1024,75.446
32,512,4,16,47.2323
32,512,4,32,49.8447
32,512,4,64,53.4617
32,512,4,128,61.056
32,512,4,256,66.784
32,512,4,512,77.0787
32,512,4,1024,95.073
32,512,8,16,47.904
32,512,8,32,51.6167
32,512,8,64,55.136
32,512,8,128,68.6077
32,512,8,256,77.8983
32,512,8,512,95.9157
32,512,8,1024,130.795
32,512,16,16,51.6057
32,512,16,32,57.451
32,512,16,64,63.0297
32,512,16,128,73.2267
32,512,16,256,91.0083
32,512,16,512,124.876
32,512,16,1024,193.409
32,512,32,16,58.5493
32,512,32,32,69.536
32,512,32,64,79.6373
32,512,32,128,98.4637
32,512,32,256,131.563
32,512,32,512,197.421
32,512,32,1024,328.428
32,512,64,16,72.3207
32,512,64,32,90.4533
32,512,64,64,109.142
32,512,64,128,143.148
32,512,64,256,209.035
32,512,64,512,339.521
32,512,64,1024,597.293
32,512,128,16,97.547
32,512,128,32,129.75
32,512,128,64,160.833
32,512,128,128,227.318
32,512,128,256,355.287
32,512,128,512,611.661
32,512,128,1024,1121.71
32,1024,0,0,61.3867
32,1024,1,16,68.1287
32,1024,1,32,71.1793
32,1024,1,64,73.4827
32,1024,1,128,79.7863
32,1024,1,256,79.969
32,1024,1,512,82.4323
32,1024,1,1024,88.609
32,1024,2,16,68.9283
32,1024,2,32,71.638
32,1024,2,64,73.6107
32,1024,2,128,80.363
32,1024,2,256,81.2587
32,1024,2,512,88.4593
32,1024,2,1024,97.1527
32,1024,4,16,68.3847
32,1024,4,32,72.043
